servers,workload,cpu,energy,temperature,efficiency
2,29.67,100.0,269.67,53.6,67.17
2,30.12,100.0,270.14,53.52,67.36
2,30.4,100.0,270.51,53.47,67.47
2,30.74,100.0,270.81,53.37,67.64
2,31.18,100.0,271.05,53.49,67.72
2,31.54,100.0,271.24,53.67,67.72
2,31.89,100.0,271.39,53.63,67.85
2,32.07,100.0,271.51,53.58,67.93
2,32.32,100.0,271.61,53.64,67.98
2,32.61,100.0,271.69,53.66,68.05
2,32.56,100.0,271.75,53.47,68.14
2,32.57,100.0,271.8,53.55,68.09
2,32.7,100.0,271.84,53.43,68.21
2,32.7,100.0,271.87,53.38,68.24
2,32.85,100.0,271.9,53.31,68.32
2,32.81,100.0,271.92,53.16,68.4
2,32.69,100.0,271.93,53.24,68.32
2,32.47,100.0,271.95,53.14,68.31
2,32.12,100.0,271.96,53.12,68.21
2,31.79,100.0,271.97,52.98,68.19
2,31.69,100.0,271.97,53.24,67.99
2,31.37,100.0,271.98,53.37,67.81
2,30.87,100.0,271.98,53.55,67.53
2,30.5,100.0,271.99,53.47,67.45
2,30.0,100.0,271.99,53.43,67.3
2,29.61,100.0,271.99,53.56,67.07
2,29.14,100.0,271.99,53.67,66.83
2,28.5,100.0,271.99,53.7,66.56
2,27.94,100.0,272.0,53.7,66.32
2,27.4,100.0,272.0,53.53,66.19
2,26.85,100.0,272.0,53.57,65.93
2,26.22,100.0,272.0,53.74,65.53
2,25.54,100.0,272.0,53.71,65.22
2,24.9,100.0,272.0,53.61,64.94
2,24.26,100.0,272.0,53.65,64.58
2,23.73,100.0,272.0,53.56,64.33
2,23.25,100.0,272.0,53.41,64.14
2,22.63,100.0,272.0,53.57,63.66
2,22.0,100.0,272.0,53.46,63.31
2,21.31,100.0,272.0,53.57,62.76
2,20.85,100.0,272.0,53.58,62.42
2,20.3,100.0,272.0,53.51,62.05
2,19.83,99.83,271.95,53.55,61.68
2,19.21,99.57,271.83,53.69,61.12
2,18.76,98.55,271.43,53.77,60.88
2,18.24,97.0,270.64,53.79,60.69
2,17.71,95.49,269.56,53.72,60.56
2,17.18,94.63,268.44,53.81,60.4
2,16.93,92.6,266.93,53.8,60.76
2,16.57,91.13,265.28,53.9,60.96
2,16.24,89.61,263.51,53.86,61.25
2,15.87,87.81,261.55,53.88,61.55
2,15.63,85.81,259.38,53.94,61.87
2,15.26,84.29,257.19,53.89,62.17
2,14.99,82.24,254.83,53.8,62.58
2,14.77,80.89,252.53,53.86,62.78
2,14.56,78.35,249.93,53.99,63.14
2,14.53,77.09,247.47,54.12,63.29
2,14.48,76.23,245.24,54.12,63.44
2,14.69,75.37,243.21,54.09,63.6
2,14.76,75.22,241.53,54.01,63.68
2,14.86,74.82,240.07,54.12,63.69
2,15.12,74.67,238.86,54.24,63.64
2,15.24,75.32,238.08,54.39,63.43
2,15.5,75.84,237.62,54.35,63.55
2,15.62,76.49,237.44,54.41,63.55
2,15.95,76.86,237.41,54.33,63.91
2,16.35,78.03,237.74,54.28,64.14
2,16.77,79.87,238.55,54.31,64.17
2,17.2,81.34,239.64,54.26,64.29
2,17.77,83.38,241.13,54.29,64.34
2,18.18,84.77,242.73,54.21,64.4
2,18.73,86.96,244.68,54.25,64.33
2,19.34,88.4,246.66,54.16,64.5
2,20.05,90.99,249.03,54.06,64.5
2,20.81,93.82,251.77,54.01,64.4
2,21.63,96.66,254.81,53.76,64.43
2,22.54,99.24,258.02,53.8,64.36
2,23.42,100.0,260.82,53.84,64.57
2,24.22,100.0,263.05,53.81,64.91
2,25.19,100.0,264.84,53.73,65.38
2,26.26,100.0,266.27,53.76,65.8
2,27.28,100.0,267.42,53.76,66.21
2,28.24,100.0,268.34,53.86,66.51
2,29.31,100.0,269.07,53.89,66.88
2,30.32,100.0,269.65,53.9,67.22
2,31.4,100.0,270.12,53.78,67.64
2,32.55,100.0,270.5,53.78,68.0
2,33.39,100.0,270.8,53.9,68.17
2,34.56,100.0,271.04,53.97,68.45
2,35.44,100.0,271.23,54.07,68.62
2,36.64,100.0,271.39,53.99,68.97
2,37.64,100.0,271.51,53.83,69.31
2,38.71,100.0,271.61,53.7,69.62
2,39.82,100.0,271.69,53.81,69.79
2,40.96,100.0,271.75,53.97,69.92
2,41.98,100.0,271.8,53.99,70.11
2,42.9,100.0,271.84,54.02,70.26
2,43.93,100.0,271.87,53.94,70.49
2,44.86,100.0,271.9,54.0,70.61
2,45.66,100.0,271.92,53.88,70.81
2,46.6,100.0,271.93,53.9,70.94
2,47.54,100.0,271.95,53.82,71.13
2,48.35,100.0,271.96,54.02,71.13
2,49.21,100.0,271.97,53.85,71.35
2,50.1,100.0,271.97,53.9,71.44
2,50.86,100.0,271.98,54.04,71.46
2,51.57,100.0,271.98,54.06,71.54
2,52.02,100.0,271.99,54.03,71.61
2,52.6,100.0,271.99,54.26,71.54
2,52.93,100.0,271.99,54.25,71.59
2,53.14,100.0,271.99,54.3,71.58
2,53.45,100.0,271.99,54.38,71.57
2,53.91,100.0,272.0,54.23,71.71
2,54.23,100.0,272.0,54.33,71.69
2,54.75,100.0,272.0,54.39,71.72
2,54.79,100.0,272.0,54.36,71.73
2,54.96,100.0,272.0,54.55,71.64
2,55.2,100.0,272.0,54.46,71.72
2,55.4,100.0,272.0,54.78,71.55
2,55.45,100.0,272.0,54.82,71.53
2,55.5,100.0,272.0,54.85,71.52
2,55.53,100.0,272.0,55.01,71.43
2,55.33,100.0,272.0,54.96,71.43
2,55.29,100.0,272.0,55.13,71.33
2,55.04,100.0,272.0,55.0,71.38
2,54.88,100.0,272.0,55.09,71.31
2,54.67,100.0,272.0,54.97,71.35
2,54.15,100.0,272.0,55.0,71.28
2,53.43,100.0,272.0,55.1,71.14
2,52.73,100.0,272.0,55.2,70.99
2,52.1,100.0,272.0,55.31,70.85
2,51.33,100.0,272.0,55.28,70.77
2,50.64,100.0,272.0,55.38,70.63
2,50.04,100.0,272.0,55.57,70.43
2,49.16,100.0,272.0,55.67,70.25
2,48.16,100.0,272.0,55.59,70.16
2,47.4,100.0,272.0,55.68,69.99
2,46.62,100.0,272.0,55.87,69.76
2,45.53,100.0,272.0,55.9,69.58
2,44.37,100.0,272.0,55.92,69.37
2,43.31,100.0,272.0,56.09,69.09
2,42.14,100.0,272.0,56.03,68.91
2,41.04,100.0,272.0,55.98,68.73
2,40.08,100.0,272.0,55.97,68.54
2,39.21,100.0,272.0,55.97,68.36
2,38.22,100.0,272.0,55.95,68.15
2,37.17,100.0,272.0,55.92,67.92
2,36.15,100.0,272.0,55.84,67.72
2,35.2,100.0,272.0,56.06,67.34
2,34.05,100.0,272.0,56.0,67.06
2,33.01,100.0,272.0,56.0,66.76
2,31.97,100.0,272.0,56.07,66.39
2,30.97,100.0,272.0,56.04,66.07
2,30.09,100.0,272.0,55.98,65.8
2,29.18,100.0,272.0,56.02,65.43
2,28.36,100.0,272.0,56.04,65.1
2,27.62,100.0,272.0,55.85,64.9
2,26.83,100.0,272.0,55.9,64.52
2,25.95,100.0,272.0,55.86,64.13
2,25.24,100.0,272.0,55.74,63.85
2,24.41,100.0,272.0,55.86,63.34
2,23.67,100.0,272.0,55.85,62.92
2,23.03,100.0,272.0,55.91,62.51
2,22.44,100.0,272.0,55.81,62.19
2,21.9,100.0,272.0,55.79,61.85
2,21.37,100.0,272.0,55.75,61.5
2,21.2,100.0,272.0,55.67,61.43
2,20.9,100.0,272.0,55.78,61.15
2,20.44,100.0,272.0,55.88,60.74
2,20.42,100.0,272.0,55.77,60.79
2,20.51,100.0,272.0,55.89,60.78
2,20.7,100.0,272.0,55.98,60.88
2,20.76,100.0,272.0,56.04,60.88
2,20.99,100.0,272.0,56.21,60.95
2,21.51,100.0,272.0,56.28,61.29
2,21.73,100.0,272.0,56.28,61.44
2,22.19,100.0,272.0,56.33,61.72
2,22.75,100.0,272.0,56.26,62.12
2,23.37,100.0,272.0,56.36,62.44
2,24.01,100.0,272.0,56.19,62.92
2,24.92,100.0,272.0,56.32,63.33
2,25.61,100.0,272.0,56.38,63.65
2,26.53,100.0,272.0,56.47,64.04
2,27.26,100.0,272.0,56.49,64.36
2,28.19,100.0,272.0,56.46,64.77
2,29.22,100.0,272.0,56.34,65.26
2,30.41,100.0,272.0,56.43,65.64
2,31.41,100.0,272.0,56.42,65.99
2,32.65,100.0,272.0,56.42,66.39
2,33.87,100.0,272.0,56.61,66.64
2,35.09,100.0,272.0,56.59,66.99
2,36.3,100.0,272.0,56.48,67.37
2,37.65,100.0,272.0,56.47,67.71
2,38.8,100.0,272.0,56.43,67.99
2,40.25,100.0,272.0,56.51,68.25
2,41.34,100.0,272.0,56.55,68.44
2,42.89,100.0,272.0,56.49,68.77
2,44.12,100.0,272.0,56.51,68.97
2,45.38,100.0,272.0,56.79,69.02
2,46.71,100.0,272.0,56.65,69.31
2,47.82,100.0,272.0,56.62,69.49
2,49.1,100.0,272.0,56.66,69.65
2,50.36,100.0,272.0,56.65,69.83
2,51.44,100.0,272.0,56.67,69.95
2,52.49,100.0,272.0,56.5,70.18
2,53.72,100.0,272.0,56.59,70.28
2,54.88,100.0,272.0,56.62,70.39
2,56.07,100.0,272.0,56.61,70.52
2,56.97,100.0,272.0,56.59,70.63
2,58.1,100.0,272.0,56.65,70.71
2,59.13,100.0,272.0,56.62,70.83
2,60.21,100.0,272.0,56.92,70.75
2,61.19,100.0,272.0,57.07,70.75
2,61.87,100.0,272.0,57.02,70.83
2,62.56,100.0,272.0,56.99,70.91
2,63.14,100.0,272.0,56.95,70.99
2,63.51,100.0,272.0,56.98,71.0
2,63.97,100.0,272.0,56.97,71.04
2,64.37,100.0,272.0,56.91,71.11
2,64.73,100.0,272.0,56.68,71.28
2,64.92,100.0,272.0,56.7,71.28
2,65.06,100.0,272.0,56.58,71.37
2,65.11,100.0,272.0,56.7,71.3
2,65.32,100.0,272.0,56.75,71.28
2,65.12,100.0,272.0,56.74,71.28
2,65.02,100.0,272.0,56.97,71.13
2,64.9,100.0,272.0,57.14,71.02
2,64.57,100.0,272.0,57.2,70.96
2,64.35,100.0,272.0,57.09,71.0
2,63.99,100.0,272.0,57.11,70.96
2,63.72,100.0,272.0,57.01,71.0
2,63.18,100.0,272.0,57.12,70.89
2,62.88,100.0,272.0,57.16,70.84
2,62.23,100.0,272.0,57.32,70.69
2,61.77,100.0,272.0,57.36,70.63
2,61.16,100.0,272.0,57.39,70.55
2,60.63,100.0,272.0,57.37,70.51
2,59.84,100.0,272.0,57.24,70.52
2,59.48,100.0,272.0,57.29,70.46
2,58.66,100.0,272.0,57.14,70.47
2,57.89,100.0,272.0,57.14,70.39
2,57.17,100.0,272.0,57.22,70.27
2,56.58,100.0,272.0,57.2,70.22
2,55.83,100.0,272.0,57.33,70.06
2,54.72,100.0,272.0,57.46,69.86
2,53.76,100.0,272.0,57.47,69.75
2,53.13,100.0,272.0,57.48,69.67
2,52.31,100.0,272.0,57.43,69.61
2,51.45,100.0,272.0,57.72,69.32
2,50.63,100.0,272.0,57.58,69.3
2,49.94,100.0,272.0,57.68,69.15
2,49.14,100.0,272.0,57.66,69.06
2,48.24,100.0,272.0,57.79,68.85
2,47.59,100.0,272.0,57.97,68.65
2,46.75,100.0,272.0,57.99,68.51
2,45.93,100.0,272.0,58.11,68.31
2,45.21,100.0,272.0,58.08,68.21
2,44.52,100.0,272.0,58.16,68.05
2,43.72,100.0,272.0,58.14,67.92
2,43.16,100.0,272.0,58.16,67.82
2,42.56,100.0,272.0,58.19,67.69
2,41.88,100.0,272.0,58.19,67.56
2,41.33,100.0,272.0,58.26,67.41
2,40.76,100.0,272.0,58.32,67.27
2,40.14,100.0,272.0,58.45,67.06
2,39.6,100.0,272.0,58.46,66.95
2,39.06,100.0,272.0,58.43,66.85
2,38.93,100.0,272.0,58.26,66.92
2,38.54,100.0,272.0,58.27,66.83
2,38.31,100.0,272.0,58.3,66.76
2,37.98,100.0,272.0,58.28,66.7
2,37.58,100.0,272.0,58.28,66.6
2,37.49,100.0,272.0,58.17,66.65
2,37.43,100.0,272.0,58.17,66.64
2,37.28,100.0,272.0,58.15,66.61
2,37.12,100.0,272.0,58.13,66.58
2,37.31,100.0,272.0,57.86,66.79
2,37.55,100.0,272.0,57.98,66.78
2,37.63,100.0,272.0,57.96,66.8
2,37.72,100.0,272.0,58.09,66.75
2,38.02,100.0,272.0,57.94,66.91
2,38.33,100.0,272.0,58.02,66.93
2,38.69,100.0,272.0,58.08,66.98
2,39.09,100.0,272.0,58.11,67.05
2,39.47,100.0,272.0,58.06,67.16
2,39.84,100.0,272.0,58.13,67.19
2,40.36,100.0,272.0,58.16,67.28
2,40.85,100.0,272.0,58.27,67.32
2,41.32,100.0,272.0,58.43,67.31
2,41.82,100.0,272.0,58.37,67.45
2,42.36,100.0,272.0,58.22,67.64
2,43.21,100.0,272.0,58.2,67.8
2,43.78,100.0,272.0,58.15,67.93
2,44.52,100.0,272.0,58.14,68.06
2,45.2,100.0,272.0,58.07,68.22
2,46.11,100.0,272.0,58.29,68.23
2,46.78,100.0,272.0,58.29,68.33
2,47.47,100.0,272.0,58.31,68.43
2,48.4,100.0,272.0,58.16,68.65
2,49.37,100.0,272.0,58.31,68.7
2,50.21,100.0,272.0,58.36,68.78
2,50.93,100.0,272.0,58.51,68.78
2,51.79,100.0,272.0,58.62,68.82
2,52.59,100.0,272.0,58.59,68.94
2,53.62,100.0,272.0,58.6,69.06
2,54.62,100.0,272.0,58.7,69.11
2,55.45,100.0,272.0,58.67,69.22
2,56.36,100.0,272.0,58.62,69.35
2,57.17,100.0,272.0,58.7,69.38
2,58.01,100.0,272.0,58.55,69.56
2,58.74,100.0,272.0,58.45,69.69
2,59.31,100.0,272.0,58.43,69.76
2,59.97,100.0,272.0,58.42,69.82
2,60.83,100.0,272.0,58.53,69.84
2,61.51,100.0,272.0,58.75,69.77
2,62.2,100.0,272.0,58.73,69.84
2,62.86,100.0,272.0,58.92,69.78
2,63.59,100.0,272.0,58.98,69.8
2,64.02,100.0,272.0,58.88,69.9
2,64.29,100.0,272.0,58.71,70.03
2,64.75,100.0,272.0,58.83,69.99
2,65.23,100.0,272.0,58.81,70.04
2,65.6,100.0,272.0,58.78,70.09
2,66.04,100.0,272.0,58.84,70.08
2,66.4,100.0,272.0,58.94,70.05
2,66.79,100.0,272.0,59.13,69.97
2,67.05,100.0,272.0,58.93,70.11
2,67.25,100.0,272.0,58.97,70.1
2,67.35,100.0,272.0,59.0,70.09
2,67.36,100.0,272.0,59.01,70.09
2,67.43,100.0,272.0,59.1,70.03
2,67.41,100.0,272.0,58.98,70.1
2,67.34,100.0,272.0,59.0,70.09
2,67.35,100.0,272.0,59.06,70.06
2,67.14,100.0,272.0,59.08,70.02
2,67.03,100.0,272.0,59.14,69.98
2,66.49,100.0,272.0,59.25,69.87
2,66.26,100.0,272.0,59.52,69.7
2,65.99,100.0,272.0,59.46,69.71
2,65.6,100.0,272.0,59.61,69.59
2,65.07,100.0,272.0,59.4,69.67
2,64.63,100.0,272.0,59.43,69.62
2,64.15,100.0,272.0,59.48,69.55
2,63.96,100.0,272.0,59.29,69.65
2,63.4,100.0,272.0,59.13,69.7
2,62.82,100.0,272.0,59.29,69.56
2,62.22,100.0,272.0,59.23,69.54
2,61.75,100.0,272.0,59.23,69.5
2,61.39,100.0,272.0,59.38,69.38
2,60.79,100.0,272.0,59.31,69.37
2,60.08,100.0,272.0,59.33,69.29
2,59.5,100.0,272.0,59.46,69.16
2,58.94,100.0,272.0,59.47,69.1
2,58.22,100.0,272.0,59.61,68.94
2,57.53,100.0,272.0,59.71,68.81
2,57.02,100.0,272.0,59.67,68.79
2,56.5,100.0,272.0,59.64,68.75
2,55.98,100.0,272.0,59.67,68.68
2,55.47,100.0,272.0,59.58,68.68
2,54.94,100.0,272.0,59.63,68.59
2,54.44,100.0,272.0,59.7,68.49
2,54.04,100.0,272.0,59.64,68.48
2,53.48,100.0,272.0,59.58,68.45
2,53.02,100.0,272.0,59.64,68.36
2,52.63,100.0,272.0,59.6,68.34
2,52.08,100.0,272.0,59.69,68.22
2,51.59,100.0,272.0,59.71,68.15
2,51.46,100.0,272.0,59.67,68.16
2,51.11,100.0,272.0,59.66,68.12
2,50.76,100.0,272.0,59.69,68.05
2,50.38,100.0,272.0,59.65,68.03
2,50.08,100.0,272.0,59.69,67.96
2,49.88,100.0,272.0,59.77,67.89
2,49.6,100.0,272.0,59.8,67.83
2,49.53,100.0,272.0,59.95,67.73
2,49.53,100.0,272.0,59.87,67.78
2,49.42,100.0,272.0,59.66,67.89
2,49.15,100.0,272.0,59.8,67.77
2,49.06,100.0,272.0,59.6,67.88
2,48.95,100.0,272.0,59.55,67.89
2,49.2,100.0,272.0,59.47,67.98
2,49.41,100.0,272.0,59.31,68.1
2,49.62,100.0,272.0,59.27,68.16
2,49.81,100.0,272.0,59.46,68.06
2,50.19,100.0,272.0,59.57,68.05
2,50.49,100.0,272.0,59.63,68.05
2,50.69,100.0,272.0,59.8,67.98
2,51.0,100.0,272.0,59.65,68.11
2,51.33,100.0,272.0,59.63,68.16
2,51.88,100.0,272.0,59.74,68.16
2,52.38,100.0,272.0,59.7,68.25
2,52.89,100.0,272.0,59.79,68.26
2,53.61,100.0,272.0,59.75,68.36
2,54.28,100.0,272.0,59.65,68.51
2,55.02,100.0,272.0,59.77,68.52
2,55.61,100.0,272.0,59.85,68.53
2,56.42,100.0,272.0,59.83,68.63
2,57.16,100.0,272.0,59.52,68.89
2,57.78,100.0,272.0,59.64,68.88
2,58.48,100.0,272.0,59.64,68.95
2,59.46,100.0,272.0,59.66,69.04
2,60.33,100.0,272.0,59.63,69.13
2,61.25,100.0,272.0,59.71,69.17
2,61.92,100.0,272.0,59.81,69.17
2,62.89,100.0,272.0,59.74,69.29
2,63.58,100.0,272.0,59.76,69.34
2,64.51,100.0,272.0,59.76,69.42
2,65.23,100.0,272.0,59.83,69.43
2,66.1,100.0,272.0,59.77,69.53
2,66.88,100.0,272.0,59.64,69.67
2,67.67,100.0,272.0,59.63,69.74
2,68.38,100.0,272.0,59.65,69.78
2,69.0,100.0,272.0,59.53,69.89
2,69.71,100.0,272.0,59.44,69.99
2,70.39,100.0,272.0,59.55,69.97
2,71.1,100.0,272.0,59.7,69.93
2,71.53,100.0,272.0,59.85,69.87
2,72.22,100.0,272.0,59.79,69.95
2,72.82,100.0,272.0,59.62,70.09
2,73.53,100.0,272.0,59.46,70.23
2,73.99,100.0,272.0,59.65,70.14
2,74.41,100.0,272.0,59.61,70.19
2,74.83,100.0,272.0,59.83,70.09
2,75.0,100.0,272.0,59.8,70.11
2,75.42,100.0,272.0,59.8,70.14
2,75.85,100.0,272.0,59.85,70.14
2,76.08,100.0,272.0,59.78,70.19
2,76.27,100.0,272.0,59.73,70.23
2,76.54,100.0,272.0,59.73,70.25
2,76.69,100.0,272.0,59.67,70.29
2,76.81,100.0,272.0,59.82,70.21
2,76.94,100.0,272.0,59.7,70.29
2,77.01,100.0,272.0,59.8,70.23
2,77.05,100.0,272.0,59.87,70.19
2,77.01,100.0,272.0,59.72,70.28
2,77.15,100.0,272.0,59.74,70.28
2,77.2,100.0,272.0,59.83,70.23
2,76.93,100.0,272.0,59.86,70.19
2,76.79,100.0,272.0,59.98,70.11
2,76.74,100.0,272.0,60.01,70.09
2,76.55,100.0,272.0,60.13,70.01
2,76.25,100.0,272.0,60.23,69.93
2,76.05,100.0,272.0,60.16,69.96
2,75.75,100.0,272.0,60.2,69.92
2,75.31,100.0,272.0,60.29,69.84
2,74.92,100.0,272.0,60.5,69.69
2,74.59,100.0,272.0,60.55,69.64
2,74.18,100.0,272.0,60.69,69.53
2,73.75,100.0,272.0,60.71,69.49
2,73.32,100.0,272.0,60.72,69.47
2,72.86,100.0,272.0,60.69,69.45
2,72.6,100.0,272.0,60.64,69.46
2,72.18,100.0,272.0,60.62,69.45
2,71.81,100.0,272.0,60.42,69.55
2,71.21,100.0,272.0,60.48,69.47
2,70.65,100.0,272.0,60.23,69.58
2,70.16,100.0,272.0,60.2,69.57
2,69.57,100.0,272.0,60.24,69.51
2,68.97,100.0,272.0,60.26,69.45
2,68.25,100.0,272.0,60.23,69.42
2,67.78,100.0,272.0,60.31,69.34
2,67.34,100.0,272.0,60.26,69.33
2,66.92,100.0,272.0,60.23,69.32
2,66.53,100.0,272.0,60.41,69.18
2,66.12,100.0,272.0,60.32,69.2
2,65.81,100.0,272.0,60.35,69.16
2,65.59,100.0,272.0,60.44,69.09
2,65.13,100.0,272.0,60.56,68.98
2,64.82,100.0,272.0,60.67,68.89
2,64.43,100.0,272.0,60.67,68.86
2,64.06,100.0,272.0,60.64,68.85
2,63.67,100.0,272.0,60.61,68.83
2,63.47,100.0,272.0,60.53,68.87
2,63.21,100.0,272.0,60.46,68.89
2,62.94,100.0,272.0,60.55,68.81
2,62.74,100.0,272.0,60.54,68.8
2,62.63,100.0,272.0,60.62,68.74
2,62.6,100.0,272.0,60.74,68.67
2,62.66,100.0,272.0,60.69,68.7
2,63.01,100.0,272.0,60.62,68.77
2,63.17,100.0,272.0,60.71,68.74
2,63.31,100.0,272.0,60.57,68.83
2,63.62,100.0,272.0,60.69,68.79
2,63.87,100.0,272.0,60.65,68.83
2,64.38,100.0,272.0,60.62,68.89
2,64.73,100.0,272.0,60.51,68.98
2,65.25,100.0,272.0,60.54,69.0
2,65.68,100.0,272.0,60.49,69.07
2,66.18,100.0,272.0,60.48,69.11
2,66.62,100.0,272.0,60.6,69.07
2,67.35,100.0,272.0,60.53,69.17
2,68.04,100.0,272.0,60.65,69.15
2,68.67,100.0,272.0,60.66,69.19
2,69.69,100.0,272.0,60.65,69.27
2,70.57,100.0,272.0,60.51,69.41
2,71.51,100.0,272.0,60.5,69.48
2,72.42,100.0,272.0,60.48,69.55
2,73.38,100.0,272.0,60.62,69.52
2,74.44,100.0,272.0,60.72,69.53
2,75.4,100.0,272.0,60.68,69.61
2,76.47,100.0,272.0,60.73,69.64
2,77.43,100.0,272.0,60.71,69.71
2,78.55,100.0,272.0,60.74,69.75
2,79.48,100.0,272.0,60.72,69.82
2,80.73,100.0,272.0,60.84,69.81
2,81.95,100.0,272.0,61.01,69.77
2,83.25,100.0,272.0,61.03,69.82
2,84.4,100.0,272.0,61.04,69.87
2,85.57,100.0,272.0,61.15,69.86
2,86.79,100.0,272.0,61.34,69.8
2,87.97,100.0,272.0,61.33,69.86
2,89.06,100.0,272.0,61.37,69.88
2,90.18,100.0,272.0,61.37,69.93
2,90.93,100.0,272.0,61.35,69.97
2,91.84,100.0,272.0,61.35,70.01
2,92.65,100.0,272.0,61.41,70.0
2,93.66,100.0,272.0,61.34,70.09
2,94.58,100.0,272.0,61.37,70.1
2,95.48,100.0,272.0,61.34,70.15
2,96.29,100.0,272.0,61.43,70.13
2,97.09,100.0,272.0,61.5,70.12
2,97.84,100.0,272.0,61.55,70.11
2,98.49,100.0,272.0,61.48,70.17
2,99.07,100.0,272.0,61.49,70.19
2,99.54,100.0,272.0,61.45,70.23
2,100.0,100.0,272.0,61.6,70.16
2,100.0,100.0,272.0,61.57,70.18
2,100.0,100.0,272.0,61.56,70.18
2,100.0,100.0,272.0,61.67,70.12
2,100.0,100.0,272.0,61.48,70.23
2,100.0,100.0,272.0,61.63,70.14
2,100.0,100.0,272.0,61.62,70.15
2,100.0,100.0,272.0,61.62,70.14
2,100.0,100.0,272.0,61.65,70.13
2,100.0,100.0,272.0,61.78,70.05
2,100.0,100.0,272.0,61.78,70.05
2,100.0,100.0,272.0,61.96,69.94
2,100.0,100.0,272.0,61.99,69.92
2,100.0,100.0,272.0,61.87,70.0
2,100.0,100.0,272.0,61.78,70.05
2,99.97,100.0,272.0,61.93,69.96
2,99.86,100.0,272.0,61.82,70.02
2,99.86,100.0,272.0,61.79,70.04
2,99.78,100.0,272.0,61.85,70.0
2,99.45,100.0,272.0,61.88,69.97
2,98.97,100.0,272.0,61.91,69.93
2,98.62,100.0,272.0,61.89,69.94
2,97.82,100.0,272.0,61.88,69.91
2,97.29,100.0,272.0,61.78,69.96
2,96.66,100.0,272.0,61.91,69.86
2,95.93,100.0,272.0,61.97,69.79
2,95.25,100.0,272.0,62.03,69.73
2,94.35,100.0,272.0,62.04,69.69
2,93.32,100.0,272.0,61.94,69.71
2,92.56,100.0,272.0,61.93,69.69
2,91.41,100.0,272.0,61.99,69.61
2,90.37,100.0,272.0,62.03,69.54
2,89.29,100.0,272.0,62.12,69.44
2,88.23,100.0,272.0,62.2,69.35
2,87.09,100.0,272.0,62.3,69.24
2,85.96,100.0,272.0,62.34,69.17
2,84.75,100.0,272.0,62.39,69.07
2,83.73,100.0,272.0,62.44,69.0
2,82.68,100.0,272.0,62.53,68.9
2,81.77,100.0,272.0,62.54,68.84
2,80.64,100.0,272.0,62.6,68.75
2,79.39,100.0,272.0,62.63,68.66
2,78.19,100.0,272.0,62.62,68.61
2,77.02,100.0,272.0,62.63,68.53
2,76.0,100.0,272.0,62.64,68.47
2,74.84,100.0,272.0,62.62,68.42
2,73.68,100.0,272.0,62.58,68.37
2,72.57,100.0,272.0,62.64,68.26
2,71.46,100.0,272.0,62.51,68.27
2,70.41,100.0,272.0,62.39,68.27
2,69.51,100.0,272.0,62.48,68.16
2,68.71,100.0,272.0,62.4,68.15
2,67.8,100.0,272.0,62.42,68.07
2,66.87,100.0,272.0,62.39,68.02
2,66.1,100.0,272.0,62.57,67.85
2,65.38,100.0,272.0,62.51,67.83
2,64.89,100.0,272.0,62.57,67.76
2,64.43,100.0,272.0,62.58,67.72
2,63.91,100.0,272.0,62.69,67.61
2,63.6,100.0,272.0,62.6,67.63
2,63.58,100.0,272.0,62.57,67.65
2,63.53,100.0,272.0,62.7,67.57
2,63.44,100.0,272.0,62.59,67.63
2,63.33,100.0,272.0,62.53,67.65
2,63.4,100.0,272.0,62.59,67.63
2,63.56,100.0,272.0,62.67,67.59
2,64.01,100.0,272.0,62.71,67.6
2,64.18,100.0,272.0,62.77,67.58
2,64.66,100.0,272.0,62.62,67.71
2,64.97,100.0,272.0,62.62,67.74
2,65.26,100.0,272.0,62.5,67.83
2,66.0,100.0,272.0,62.58,67.84
2,66.46,100.0,272.0,62.53,67.9
2,66.88,100.0,272.0,62.4,68.01
2,67.5,100.0,272.0,62.41,68.05
2,68.07,100.0,272.0,62.55,68.01
2,68.63,100.0,272.0,62.51,68.07
2,69.22,100.0,272.0,62.43,68.17
2,69.93,100.0,272.0,62.27,68.31
2,70.79,100.0,272.0,62.23,68.39
2,71.78,100.0,272.0,62.11,68.53
2,72.5,100.0,272.0,61.93,68.68
2,73.06,100.0,272.0,61.62,68.91
2,73.99,100.0,272.0,61.44,69.07
2,74.81,100.0,272.0,61.49,69.09
2,75.95,100.0,272.0,61.44,69.19
2,76.67,100.0,272.0,61.58,69.14
2,77.55,100.0,272.0,61.7,69.12
2,78.65,100.0,272.0,61.75,69.15
2,79.63,100.0,272.0,61.67,69.26
2,80.57,100.0,272.0,61.85,69.2
2,81.46,100.0,272.0,61.87,69.23
2,82.22,100.0,272.0,61.83,69.29
2,83.17,100.0,272.0,61.88,69.31
2,84.23,100.0,272.0,61.89,69.35
2,85.19,100.0,272.0,62.13,69.25
2,86.07,100.0,272.0,62.16,69.28
2,86.85,100.0,272.0,62.26,69.25
2,87.76,100.0,272.0,62.14,69.36
2,88.52,100.0,272.0,62.14,69.4
2,89.37,100.0,272.0,62.07,69.47
2,90.08,100.0,272.0,62.18,69.44
2,90.72,100.0,272.0,62.2,69.45
2,91.44,100.0,272.0,62.16,69.51
2,92.07,100.0,272.0,62.15,69.54
2,92.89,100.0,272.0,62.1,69.6
2,93.5,100.0,272.0,61.97,69.7
2,93.96,100.0,272.0,62.06,69.66
2,94.48,100.0,272.0,61.88,69.79
